MALICIOUS,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_AGE_DAYS,WHOIS_UPDATED_DAYS,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES
0,40,7,UTF-8,GSE,US,CA,6878,1066,3,3,1,366,3,5,306,366,3,0.0
0,40,9,UTF-8,mw2192.codfw.wmnet,US,CA,6712,1266,14,12,5,1092,14,4,244,1092,14,0.0
0,40,9,us-ascii,Microsoft-HTTPAPI/2.0,US,New Jersey,6247,1380,3,3,1,366,3,5,306,366,3,0.0
0,40,8,UTF-8,Apache/2.2.23 (Amazon),US,New York,4995,2869,156,17,12,23383,162,206,295213,23877,162,6.0
0,40,9,iso-8859-1,Apache,US,California,8826,790,5,3,3,486,5,4,244,486,5,0.0
0,40,6,utf-8,None,None,None,8499,1596,12,4,8,924,12,10,642,924,12,0.0
0,40,7,ISO-8859-1,LiteSpeed,AU,Vic,5418,1888,24,6,4,1784,26,27,23886,1950,26,2.0
0,40,8,ISO-8859-1,None,US,ME,4037,1055,17,3,9,1394,19,20,12358,1546,19,2.0
0,40,9,utf-8,nginx/1.11.3,None,None,4527,1022,16,11,2,2272,20,26,16035,2576,20,4.0
0,40,9,utf-8,ATS,US,CA,8899,1374,8,1,3,1088,14,13,2036,1524,14,6.0
0,40,9,ISO-8859-1,Apache/2.2.32,US,MO,4901,1339,21,0,2,2021,23,25,26799,2165,23,2.0
0,40,6,us-ascii,Microsoft-HTTPAPI/2.0,US,PA,5869,1647,22,0,2,1724,24,26,38477,1886,24,2.0
0,40,7,utf-8,None,CA,ON,6121,1241,76,9,7,8268,84,88,117625,8898,84,8.0
0,40,6,ISO-8859-1,nginx/1.12.0,None,None,3755,1565,15,10,4,1166,19,19,1626,1538,19,4.0
0,40,9,utf-8,nginx/1.4.6 (Ubuntu),US,CA,5221,1204,26,1,3,4229,30,36,32381,4517,30,4.0
0,40,9,UTF-8,Microsoft-IIS/7.5,US,OH,7598,1537,56,4,8,4551,60,59,67881,4843,60,4.0
0,40,8,ISO-8859-1,Apache,None,None,6024,1688,8,4,1,1325,12,12,2833,1637,12,4.0
0,40,9,utf-8,Apache,US,MO,8411,949,24,0,9,2112,28,29,16019,2404,28,4.0
0,40,7,ISO-8859-1,None,US,CA,6318,848,48,41,9,6057,56,54,15706,6657,56,8.0
0,40,8,ISO-8859-1,nginx,US,WA,8335,924,16,5,5,1615,20,23,25358,1931,20,4.0
0,40,8,UTF-8,nginx,US,NY,8334,854,20,5,9,2948,24,27,5557,3248,24,4.0
0,40,6,iso-8859-1,None,US,TX,7422,879,14,1,3,1981,20,19,6759,2497,20,6.0
0,40,7,UTF-8,GSE,US,CA,6878,1066,38,1,3,2995,44,37,41717,3531,44,6.0
0,40,9,ISO-8859-1,cloudflare-nginx,US,NJ,4183,1263,0,0,0,0,0,0,0,0,0,0.0
0,40,9,utf-8,nginx + Phusion Passenger,US,FL,7025,1121,0,0,0,0,0,0,0,0,0,0.0
0,40,7,UTF-8,GSE,US,CA,6878,1066,0,0,0,0,0,0,0,0,0,0.0
0,40,9,utf-8,ATS,US,CA,8899,1374,0,0,0,0,0,0,0,0,0,0.0
1,41,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,US,Utah,6946,1101,24,0,2,4034,30,26,12486,4498,30,6.0
1,41,10,iso-8859-1,nginx/1.8.0,None,None,5065,1077,7,0,1,737,11,10,1162,1047,11,4.0
0,41,6,iso-8859-1,nginx,None,None,921,868,8,0,2,1089,14,13,1977,1601,14,6.0
0,41,8,utf-8,nginx,US,Oregon,6848,1018,0,0,0,0,0,0,0,0,0,0.0
0,41,8,utf-8,Apache,US,MO,8411,949,0,0,0,0,0,0,0,0,0,0.0
0,41,9,UTF-8,nginx/1.12.0,US,Pennsylvania,4313,994,0,0,0,0,0,0,0,0,0,0.0
0,41,8,us-ascii,Microsoft-HTTPAPI/2.0,GB,worcs,4601,955,0,0,0,0,0,0,0,0,0,0.0
0,41,10,utf-8,nginx/1.8.1,US,NY,8991,1085,0,0,0,0,0,0,0,0,0,0.0
0,41,9,UTF-8,mw2231.codfw.wmnet,US,CA,6712,1266,0,0,0,0,0,2,124,0,0,0.0
0,41,9,UTF-8,mw2165.codfw.wmnet,US,CA,6712,1266,3,3,1,366,3,4,244,366,3,0.0
0,41,9,ISO-8859-1,Apache,US,Maine,8255,822,7,5,5,630,7,7,442,630,7,0.0
0,41,9,UTF-8,Apache,US,Arizona,5894,1145,5,3,3,576,6,8,522,576,6,0.0
0,41,7,ISO-8859-1,openresty/1.11.2.2,US,FL,6149,1800,20,0,2,1895,22,24,13792,2055,22,2.0
0,41,8,UTF-8,Apache,PA,PANAMA,3913,912,8,0,1,1078,12,12,1532,1390,12,4.0
0,41,9,UTF-8,mw2109.codfw.wmnet,US,CA,6712,1266,34,27,3,4891,42,37,37001,5499,42,8.0
0,41,7,iso-8859-1,Apache,US,PA,3192,2324,18,0,3,1868,22,23,18348,2202,22,4.0
0,41,8,us-ascii,Microsoft-IIS/7.5,US,Kansas,6627,772,10,3,5,1202,14,16,1335,1500,14,4.0
0,41,8,UTF-8,Apache,JP,None,1031,823,34,11,4,3699,40,38,27522,4153,40,6.0
0,41,8,UTF-8,Apache,US,VA,3384,858,26,0,8,2657,30,35,34427,2991,30,4.0
0,41,10,iso-8859-1,Apache,US,Arizona,1088,1117,8,3,8,552,8,5,420,552,8,0.0
0,41,8,UTF-8,Server,US,WA,8430,1121,40,12,6,3079,44,53,38924,3359,44,4.0
0,41,8,ISO-8859-1,nginx/0.8.54,None,None,1231,809,1,0,1,54,1,2,124,54,1,0.0
0,41,10,utf-8,nginx/1.8.1,US,NY,8991,1085,10,1,4,1198,16,16,2763,1616,16,6.0
0,41,9,ISO-8859-1,Apache,AU,Queensland,4818,800,101,41,5,10813,110,101,142735,11423,110,8.0
0,41,10,UTF-8,Apache-Coyote/1.1,GB,London,8022,1481,0,0,0,0,0,0,0,0,0,0.0
0,41,9,ISO-8859-1,Apache,AU,Queensland,4818,800,0,0,0,0,0,0,0,0,0,0.0
0,41,9,ISO-8859-1,nginx,FR,None,5061,1044,0,0,0,0,0,0,0,0,0,0.0
1,42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,US,Utah,6946,1101,24,0,2,4035,30,25,12416,4499,30,6.0
1,42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,US,Utah,6946,1101,25,0,2,4101,31,28,12614,4565,31,6.0
1,42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,US,Utah,6946,1101,23,0,2,3969,29,24,12354,4433,29,6.0
1,42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,US,Utah,6946,1101,25,0,2,4101,31,28,12614,4565,31,6.0
1,42,8,ISO-8859-1,Apache,US,Arizona,2219,2217,15,0,6,1980,19,17,5911,2334,19,4.0
0,42,7,utf-8,Apache/2.4.6,US,FL,5485,806,51,11,7,4601,57,55,45279,5103,57,6.0
0,42,8,utf-8,Apache/2.4.25,IN,Karnataka,4869,1873,0,0,0,0,0,0,0,0,0,0.0
0,42,7,utf-8,nginx/1.10.1,CA,BC,7833,2576,0,0,0,0,0,0,0,0,0,0.0
0,42,10,UTF-8,nginx,US,Arizona,4565,1505,0,0,0,0,0,0,0,0,0,0.0
0,42,8,UTF-8,Apache,CA,ON,7352,1392,0,0,0,0,0,0,0,0,0,0.0
0,42,8,UTF-8,Apache/2.4.25,CA,Quebec,4021,1465,0,0,0,0,0,0,0,0,0,0.0
0,42,10,utf-8,cloudflare-nginx,US,Arizona,3519,1501,0,0,0,0,0,0,0,0,0,0.0
0,42,9,UTF-8,mw2225.codfw.wmnet,US,CA,6712,1266,0,0,0,0,0,0,0,0,0,0.0
0,42,8,utf-8,nginx/1.1.19,US,CA,8296,1359,0,0,0,0,0,0,0,0,0,0.0
0,42,11,UTF-8,nginx,US,Arizona,5412,1883,0,0,0,0,0,0,0,0,0,0.0
0,42,10,ISO-8859-1,None,US,CA,6318,848,0,0,0,0,0,0,0,0,0,0.0
0,42,9,ISO-8859-1,nginx,US,Ohio,5416,821,0,0,0,0,0,0,0,0,0,0.0
0,42,9,UTF-8,Apache,None,None,7228,2113,7,0,2,985,13,12,1496,1433,13,6.0
0,42,9,ISO-8859-1,Apache-Coyote/1.1,US,CA,8819,855,4,3,2,432,4,5,310,432,4,0.0
0,42,7,ISO-8859-1,Apache,US,Indiana,6161,2062,6,4,4,528,6,8,612,528,6,0.0
0,42,9,UTF-8,nginx,None,None,8955,1381,6,5,2,540,6,7,473,540,6,0.0
0,42,8,UTF-8,nginx,AU,NEW SOUTH WALES,1370,666,5,3,3,498,5,6,376,498,5,0.0
0,42,9,us-ascii,None,None,None,6776,1939,8,8,3,636,8,6,364,636,8,0.0
0,42,8,UTF-8,Apache,UK,UK,8494,1220,33,0,5,2706,37,35,41737,2982,37,4.0
0,42,8,UTF-8,Apache/2.2.15 (CentOS),None,None,3683,760,33,4,9,3088,41,34,12104,3720,41,8.0
0,42,8,utf-8,None,US,CA,8499,1596,28,20,2,2780,32,36,27390,3064,32,4.0
0,42,9,ISO-8859-1,Apache,AU,Queensland,4818,800,15,6,10,950,17,18,1327,1110,17,2.0
0,42,7,utf-8,openresty/1.11.2.1,US,IL,4568,847,19,15,3,2864,23,26,10465,3168,23,4.0
0,42,9,UTF-8,Apache/2.2.22 (Debian),JP,6110021,837,822,15,4,4,1540,19,21,25529,1844,19,4.0
0,42,9,UTF-8,Apache/2.2.22 (Debian),SC,Not Applicable,1340,798,5,0,3,334,7,6,412,474,7,2.0
0,42,7,UTF-8,GSE,US,CA,6878,1066,71,9,13,7856,77,68,82332,8384,77,6.0
0,42,9,us-ascii,Microsoft-HTTPAPI/2.0,US,CA,7526,806,29,14,15,2767,33,27,3550,3073,33,4.0
0,42,8,UTF-8,Apache/2.2.15 (CentOS),AU,NSW,5398,1119,14,0,3,1102,16,8,1015,1248,16,2.0
0,42,8,ISO-8859-1,nginx/1.8.1,US,nj,5820,1012,0,0,0,0,0,0,0,0,0,0.0
0,42,8,us-ascii,Microsoft-HTTPAPI/2.0,US,California,1169,808,0,0,0,0,0,0,0,0,0,0.0
0,42,8,utf-8,None,US,CA,8499,1596,22,15,2,2432,26,32,27169,2716,26,4.0
0,42,9,ISO-8859-1,Apache,AU,Queensland,4818,800,0,0,0,0,0,0,0,0,0,0.0
0,42,7,ISO-8859-1,Apache,US,PA,3275,1053,0,0,0,0,0,0,0,0,0,0.0
0,42,7,utf-8,Apache/2.4.6,US,FL,5485,806,0,0,0,0,0,0,0,0,0,0.0
1,43,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,US,Utah,6946,1101,23,0,2,3970,29,27,12548,4434,29,6.0
1,43,11,iso-8859-1,Apache/1.3.27 (Unix) PHP/4.4.1,None,None,7028,1388,10,0,5,925,12,12,1399,1079,12,2.0
1,43,10,ISO-8859-1,DOSarrest,us,Washington,5821,849,8,0,1,1045,10,9,2806,1209,10,2.0
1,43,10,UTF-8,Apache,US,CA,5562,1148,11,0,1,883,13,13,8893,1037,13,2.0
0,43,8,us-ascii,Microsoft-HTTPAPI/2.0,US,WA,6226,819,0,0,0,0,0,0,0,0,0,0.0
0,43,9,utf-8,nginx + Phusion Passenger,US,FL,7025,1121,0,0,0,0,0,0,0,0,0,0.0
0,43,9,ISO-8859-1,Apache,AU,Queensland,4818,800,0,0,0,0,0,0,0,0,0,0.0
0,43,9,ISO-8859-1,nginx,US,WA,6609,1263,0,0,0,0,0,0,0,0,0,0.0
0,43,8,iso-8859-1,Apache,US,ca,5381,767,16,0,1,1151,18,19,24455,1305,18,2.0
0,43,8,ISO-8859-1,Apache/2.4.12 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,US,GA,8055,1117,0,0,0,0,0,0,0,0,0,0.0
0,43,9,ISO-8859-1,None,US,CA,8098,913,0,0,0,0,0,0,0,0,0,0.0
0,43,8,utf-8,nginx,GB,Peterborough,8693,1883,15,6,5,1528,21,21,3023,1988,21,6.0
0,43,7,UTF-8,Apache,US,CA,6547,819,15,3,4,1110,15,4,244,1110,15,0.0
0,43,9,UTF-8,mw2236.codfw.wmnet,US,CA,6712,1266,29,10,11,2022,29,12,803,2022,29,0.0
0,43,7,us-ascii,Microsoft-HTTPAPI/2.0,None,None,6043,929,39,9,5,4044,43,39,44173,4420,43,4.0
0,43,8,utf-8,nginx/1.1.19,None,None,8296,1359,4,3,2,408,4,7,448,408,4,0.0
0,43,9,utf-8,Apache/2.2.15 (CentOS),US,Arizona,8522,879,4,3,2,420,4,6,366,420,4,0.0
0,43,9,UTF-8,mw2101.codfw.wmnet,US,CA,6712,1266,9,5,6,750,9,8,502,750,9,0.0
0,43,9,UTF-8,Apache,UK,UK,8494,1220,33,1,4,2756,37,37,41938,3032,37,4.0
0,43,9,utf-8,Varnish,US,CA,7259,2254,83,2,3,6008,87,107,147266,6312,87,4.0
0,43,8,UTF-8,Apache,US,Arizona,4725,1071,84,13,6,7403,86,71,117282,7549,86,2.0
0,43,9,ISO-8859-1,None,None,None,7124,2090,22,3,8,2267,28,31,9811,2701,28,6.0
0,43,12,ISO-8859,Apache,None,None,6822,1285,8,0,3,803,12,12,2190,1097,12,4.0
0,43,8,us-ascii,Microsoft-IIS/7.5,None,None,5726,1078,25,2,6,2444,31,17,1984,2874,31,6.0
0,43,9,ISO-8859-1,cloudflare-nginx,CA,Quebec,6083,997,20,4,7,1511,22,21,14430,1663,22,2.0
0,43,10,utf-8,nginx,US,NY,8835,819,23,15,9,2479,27,24,6085,2743,27,4.0
0,43,7,us-ascii,Microsoft-HTTPAPI/2.0,US,PA,5869,1647,17,7,3,2715,23,20,20139,3187,23,6.0
0,43,7,ISO-8859-1,Apache,GB,None,4584,947,45,3,7,4178,51,50,44810,4646,51,6.0
0,43,7,UTF-8,GSE,US,CA,6878,1066,64,5,13,6081,69,71,63457,6463,69,4.0
0,43,10,UTF-8,Resin/3.1.8,US,FL,8807,2158,0,0,0,0,0,0,0,0,0,0.0
0,43,9,UTF-8,mw2164.codfw.wmnet,US,CA,6712,1266,0,0,0,0,0,0,0,0,0,0.0
0,43,10,utf-8,Microsoft-IIS/8.5,US,CO,1548,1151,0,0,0,0,0,0,0,0,0,0.0
1,44,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,US,Utah,6946,1101,22,0,2,3444,28,24,9819,3908,28,6.0
0,44,10,utf-8,nginx/1.6.2,US,CO,5172,801,0,0,0,0,0,0,0,0,0,0.0
0,44,8,ISO-8859-1,nginx,US,WA,8335,924,0,0,0,0,0,0,0,0,0,0.0
0,44,9,utf-8,ATS,US,CA,8899,1374,0,0,0,0,0,0,0,0,0,0.0
0,44,9,UTF-8,mw2242.codfw.wmnet,US,CA,6712,1266,0,0,0,0,0,0,0,0,0,0.0
0,44,9,UTF-8,nginx,US,NY,8292,757,0,0,0,0,0,0,0,0,0,0.0
0,44,7,us-ascii,Microsoft-HTTPAPI/2.0,US,PA,5869,1647,0,0,0,0,0,0,0,0,0,0.0
0,44,8,ISO-8859-1,nginx,US,WA,8335,924,19,0,2,1809,23,23,26805,2125,23,4.0
0,44,10,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.38,AU,None,4698,2219,17,7,6,1242,17,13,962,1242,17,0.0
0,44,9,ISO-8859-1,nginx,US,Ohio,5416,821,6,4,3,640,6,8,606,640,6,0.0
0,44,11,ISO-8859-1,None,US,CA,6318,848,5,3,2,498,5,7,438,498,5,0.0
0,44,10,utf-8,Apache,CA,ON,5740,951,6,6,3,540,6,8,539,540,6,0.0
0,44,9,UTF-8,mw2175.codfw.wmnet,US,CA,6712,1266,39,19,10,2742,39,5,306,2742,39,0.0
0,44,7,UTF-8,Apache,US,Arizona,3831,1107,14,7,12,1092,14,15,970,1092,14,0.0
0,44,8,ISO-8859-1,Microsoft-IIS/7.5,US,WA,6834,1005,40,6,5,4203,42,42,47931,4365,42,2.0
0,44,9,us-ascii,Microsoft-HTTPAPI/2.0,US,UT,7334,1810,26,10,6,2512,32,33,7155,2982,32,6.0
0,44,9,UTF-8,mw2107.codfw.wmnet,US,CA,6712,1266,40,35,2,5987,48,48,38230,6595,48,8.0
0,44,9,UTF-8,mw2190.codfw.wmnet,US,CA,6712,1266,37,32,2,5805,45,41,40585,6413,45,8.0
0,44,9,utf-8,Apache,CA,ON,5740,951,157,2,5,11053,159,176,284743,11211,159,2.0
0,44,8,iso-8859-1,Apache/2,US,FL,6812,932,12,4,3,972,14,16,15901,1118,14,2.0
0,44,9,ISO-8859-1,None,US,California,7124,2090,15,0,6,1556,21,20,9023,1988,21,6.0
0,44,9,utf-8,nginx + Phusion Passenger,US,FL,7025,1121,29,16,7,2326,33,25,3623,2626,33,4.0
0,44,8,UTF-8,Apache/2.4.6 (CentOS),US,CA,8892,2210,71,1,6,5647,79,79,120385,6295,79,8.0
0,44,8,UTF-8,Server,US,WA,8430,1121,23,6,9,1942,27,25,15275,2222,27,4.0
0,44,9,ISO-8859-1,nginx/1.13.0,FR,None,5134,1471,6,0,1,672,8,8,1381,834,8,2.0
0,44,9,ISO-8859-1,nginx,US,Ohio,5416,821,53,21,8,7834,61,53,22947,8472,61,8.0
0,44,8,utf-8,nginx,US,New York,4720,2340,17,12,4,2401,23,23,19291,2827,23,6.0
0,44,10,ISO-8859-1,Apache/2.4.25,US,CO,8010,796,16,3,4,1480,20,23,10665,1776,20,4.0
0,44,9,iso-8859-1,barista/5.1.3,US,CA,7577,790,10,0,5,1197,14,15,1424,1503,14,4.0
0,44,8,UTF-8,Server,US,WA,8430,1121,18,0,3,2274,22,21,31811,2554,22,4.0
0,44,9,ISO-8859-1,None,US,California,7124,2090,20,4,6,2097,24,23,9280,2381,24,4.0
0,44,9,UTF-8,mw2103.codfw.wmnet,US,CA,6712,1266,0,0,0,0,0,0,0,0,0,0.0
0,44,8,us-ascii,Microsoft-HTTPAPI/2.0,CA,ON,7014,1230,0,0,0,0,0,0,0,0,0,0.0
0,44,8,us-ascii,Microsoft-IIS/7.5,US,California,5726,1078,0,0,0,0,0,0,0,0,0,0.0
0,45,8,iso-8859-1,nginx,None,None,4109,829,7,0,2,1088,11,10,7650,1440,11,4.0
0,45,9,UTF-8,nginx/1.11.2,US,MI,6587,1168,0,0,0,0,0,0,0,0,0,0.0
0,45,9,ISO-8859-1,None,None,None,7124,2090,0,0,0,0,0,0,0,0,0,0.0
0,45,9,ISO-8859-1,Squeegit/1.2.5 (3_sir),US,MA,9010,913,0,0,0,0,0,0,0,0,0,0.0
0,45,8,ISO-8859-1,Microsoft-IIS/8.5,US,FL,6057,1088,0,0,0,0,0,0,0,0,0,0.0
0,45,10,ISO-8859-1,Apache,None,None,6737,896,0,0,0,0,0,0,0,0,0,0.0
0,45,10,ISO-8859-1,Microsoft-IIS/7.5,US,CT,7688,1078,0,0,0,0,0,0,0,0,0,0.0
0,45,9,ISO-8859-1,cloudflare-nginx,US,Arizona,3552,1078,0,0,0,0,0,0,0,0,0,0.0
0,45,7,iso-8859-1,Apache/2.4.25 (Debian),US,MA,4324,996,0,0,0,0,0,0,0,0,0,0.0
0,45,7,UTF-8,Apache,US,Arizona,3607,1502,0,0,0,0,0,0,0,0,0,0.0
0,45,8,us-ascii,Microsoft-HTTPAPI/2.0,None,None,6820,963,0,0,0,0,0,0,0,0,0,0.0
0,45,8,utf-8,AmazonS3,US,Arizona,6531,1496,0,0,0,0,0,0,0,0,0,0.0
0,45,11,UTF-8,mw2192.codfw.wmnet,US,CA,6712,1266,0,0,0,0,0,0,0,0,0,0.0
0,45,11,UTF-8,Apache,US,CA,7528,2240,14,0,7,1201,18,17,4922,1495,18,4.0
0,45,8,utf-8,ECD (fll/0790),US,NY,4988,697,8,4,3,660,8,6,476,660,8,0.0
0,45,11,UTF-8,Pagely Gateway/1.5.1,US,Minnesota,6505,1358,10,9,8,780,10,12,805,780,10,0.0
0,45,9,utf-8,nginx/1.10.3,NL,NOT APPLICABLE,6029,921,4,0,2,541,6,7,579,689,6,2.0
0,45,9,utf-8,Apache,CA,ON,5740,951,185,0,2,13834,187,263,488313,13992,187,2.0
0,45,9,UTF-8,mw2101.codfw.wmnet,US,CA,6712,1266,47,41,4,6464,55,53,39038,7072,55,8.0
0,45,8,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,US,Missouri,4263,794,44,0,2,4044,46,46,82259,4204,46,2.0
0,45,10,ISO-8859-1,None,US,CA,7577,790,32,5,9,2595,36,34,15941,2881,36,4.0
0,45,9,UTF-8,mw2097.codfw.wmnet,US,CA,6712,1266,55,43,7,10205,69,56,38894,11305,69,14.0
0,45,9,UTF-8,mw2239.codfw.wmnet,US,CA,6712,1266,40,35,2,4590,46,54,84636,5046,46,6.0
0,45,10,utf-8,ATS,US,CA,8899,1374,46,22,8,5308,54,51,40052,5902,54,8.0
0,45,8,iso-8859-1,Apache,AU,VIC,3466,773,3,0,1,198,3,3,186,198,3,0.0
0,45,9,UTF-8,Apache,US,MA,9424,1268,19,0,2,1801,23,25,26643,2097,23,4.0
0,45,10,utf-8,None,US,NY,7615,758,19,0,3,1816,23,22,12138,2104,23,4.0
0,45,9,ISO-8859-1,Apache,AU,Queensland,4818,800,70,3,8,5631,77,65,82281,6091,77,6.0
0,45,9,us-ascii,Microsoft-HTTPAPI/2.0,US,UT,7334,1810,28,10,9,2683,36,33,11690,3307,36,8.0
0,45,10,UTF-8,mw2233.codfw.wmnet,US,CA,6712,1266,33,29,2,5852,42,39,37285,6460,42,8.0
0,45,8,ISO-8859-1,Apache,US,Washington,7136,1115,26,16,5,3891,34,35,37000,4567,34,8.0
0,45,9,iso-8859-1,nginx,US,WA,7620,829,8,0,2,805,12,11,1087,1099,12,4.0
0,45,9,windows-1252,fbs,US,WA,5810,2331,15,0,2,2730,19,23,9605,3046,19,4.0
0,45,7,UTF-8,nginx/1.12.0,US,NY,3707,1151,9,0,5,1197,14,11,1532,1537,14,4.0
0,45,10,UTF-8,ATS,CA,ON,6757,952,0,0,0,0,0,0,0,0,0,0.0
0,45,10,ISO-8859-1,cloudflare-nginx,NL,Noord-Holland,7395,789,0,0,0,0,0,0,0,0,0,0.0
0,45,9,ISO-8859-1,None,US,California,7124,2090,0,0,0,0,0,0,0,0,0,0.0
0,45,9,UTF-8,mw2175.codfw.wmnet,US,CA,6712,1266,0,0,0,0,0,0,0,0,0,0.0
0,45,8,UTF-8,None,None,None,6799,852,0,0,0,0,0,0,0,0,0,0.0
1,46,12,ISO-8859-1,nginx/1.12.0,US,CALIFORNIA,5103,1085,7,0,2,742,9,10,1263,890,9,2.0
0,46,9,ISO-8859-1,None,US,CA,8098,913,63,59,2,8062,75,76,82775,8950,75,12.0
0,46,11,UTF-8,mw2199.codfw.wmnet,US,CA,6712,1266,0,0,0,0,0,0,0,0,0,0.0
0,46,9,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,None,None,3538,1499,0,0,0,0,0,0,0,0,0,0.0
0,46,9,ISO-8859-1,Microsoft-IIS/7.5,US,WA,6834,1005,0,0,0,0,0,0,0,0,0,0.0
0,46,11,UTF-8,mw2255.codfw.wmnet,US,CA,6712,1266,46,42,2,6883,54,54,38056,7491,54,8.0
0,46,9,ISO-8859-1,Apache,US,NY,9264,952,29,14,4,3416,35,35,17574,3858,35,6.0
0,46,10,UTF-8,Pagely Gateway/1.5.1,US,Minnesota,6505,1358,0,0,0,0,0,0,0,0,0,0.0
0,46,8,iso-8859-1,None,US,VA,8295,1049,0,0,0,0,0,0,0,0,0,0.0
0,46,9,ISO-8859-1,nginx,US,Arizona,3966,1504,0,0,0,0,0,0,0,0,0,0.0
0,46,9,utf-8,nginx,US,NY,8835,819,0,0,0,0,0,0,0,0,0,0.0
0,46,8,UTF-8,Apache/2.4.7 (Ubuntu),US,WA,4504,884,7,6,4,606,7,8,496,606,7,0.0
0,46,10,iso-8859-1,Apache,JP,Osaka,574,767,5,3,3,498,5,8,504,498,5,0.0
0,46,10,UTF-8,Apache/2.4,US,Maryland,5392,1008,20,6,10,1392,20,12,766,1392,20,0.0
0,46,11,UTF-8,None,US,PA,6589,1479,7,4,3,582,7,8,596,582,7,0.0
0,46,9,UTF-8,mw2228.codfw.wmnet,US,CA,6712,1266,6,4,4,564,6,8,504,564,6,0.0
0,46,9,UTF-8,ATS,US,CA,5669,1972,50,40,5,5894,58,73,69918,6478,58,8.0
0,46,8,UTF-8,Apache,US,PA,959,959,7,0,2,680,11,10,1363,1002,11,4.0
0,46,11,utf-8,ATS,US,CA,8899,1374,38,13,10,4509,48,52,35953,5267,48,10.0
0,46,10,utf-8,nginx/1.10.1 + Phusion Passenger 5.0.30,US,Nevada,5280,1556,24,2,10,3146,28,30,4258,3442,28,4.0
0,46,9,utf-8,None,US,NY,8710,1044,127,0,3,8942,131,144,233106,9242,131,4.0
0,46,8,ISO-8859-1,nginx,None,None,7344,994,74,0,2,18084,78,96,113453,18384,78,4.0
0,46,10,ISO-8859-1,nginx,US,Ohio,5416,821,20,2,6,3089,24,24,7088,3391,24,4.0
0,46,8,UTF-8,nginx,US,CA,4753,1025,15,8,6,2218,19,18,5203,2546,19,4.0
0,46,12,ISO-8859-1,None,US,CA,6318,848,70,21,7,9463,80,80,133235,10217,80,10.0
0,46,10,utf-8,openresty,US,California,6201,1324,22,18,1,3331,28,27,62295,3739,28,6.0
0,46,11,ISO-8859-1,nginx,US,Ohio,5416,821,44,11,7,6306,50,38,22528,6780,50,6.0
0,46,10,utf-8,Apache,US,MO,8411,949,44,2,7,3516,48,36,33488,3808,48,4.0
0,46,10,ISO-8859-1,nginx,US,Ohio,5416,821,21,0,3,4103,25,30,16662,4405,25,4.0
0,46,10,ISO-8859-1,nginx,None,None,6906,799,25,0,4,2115,29,30,17150,2479,29,4.0
0,46,8,UTF-8,cloudflare-nginx,PH,None,6871,1123,12,0,3,1716,16,17,11285,2012,16,4.0
0,46,8,us-ascii,cloudflare-nginx,US,Arizona,7385,1451,22,16,8,3094,26,27,7809,3414,26,4.0
0,46,8,iso-8859-1,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_fcgid/2.3.9,US,MI,7502,2716,125,0,1,8528,129,145,231799,8856,129,4.0
0,46,7,UTF-8,GSE,US,CA,6878,1066,33,1,5,3244,43,41,24696,4114,43,10.0
0,46,9,UTF-8,Apache/2.2.15 (CentOS),AU,New South Wales,3590,637,197,0,3,13622,200,255,486769,13794,200,2.0
0,46,10,UTF-8,mw2165.codfw.wmnet,US,CA,6712,1266,38,26,12,4376,44,47,40918,4832,44,6.0
