App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Last Updated
Knights N Squires,FAMILY,4.4,148826,49M,"1,000,000+",Free,0,Teen,"June 19, 2018"
Planet O - Icon Pack,PERSONALIZATION,4.6,354,24M,"10,000+",Paid,$0.99,Everyone,"June 13, 2018"
The Noise-O-Meter,FAMILY,4.0,1699,72M,"100,000+",Free,0,Everyone,"October 18, 2017"
O Launcher 8.0 for Android™ O Oreo Launcher,TOOLS,4.4,11393,8.7M,"1,000,000+",Free,0,Everyone,"July 27, 2018"
Stand O’Food® (Full),FAMILY,4.4,925,40M,"10,000+",Paid,$1.99,Everyone,"December 26, 2014"
WiFi-o-Matic,PRODUCTIVITY,4.0,736,6.8M,"50,000+",Free,0,Everyone,"February 1, 2018"
Detect-O-Gromit (D.O.G 2),FAMILY,3.8,45,47M,"10,000+",Paid,$2.49,Everyone,"July 16, 2018"
O Shopping,SHOPPING,3.9,671,3.6M,"100,000+",Free,0,Everyone,"July 23, 2018"
Obbligo o Verità? PRO,GAME,,4,2.9M,100+,Paid,$0.99,Teen,"April 26, 2018"
AC Remote for O General - NOW FREE,TOOLS,3.7,274,26M,"50,000+",Free,0,Everyone,"July 30, 2018"
O'Route Orienteering,SPORTS,4.2,6,1.3M,100+,Paid,$3.02,Everyone,"December 27, 2017"
Drink-O-Tron The Drinking Game,GAME,4.1,140,45M,"50,000+",Free,0,Mature 17+,"May 31, 2017"
Multiling O Keyboard + emoji,PRODUCTIVITY,4.3,30443,540k,"1,000,000+",Free,0,Everyone,"July 3, 2018"
Google I/O 2018,BOOKS_AND_REFERENCE,4.3,22401,4.6M,"500,000+",Free,0,Everyone,"May 7, 2018"
Prime Key for Nougat Launcher& O Launcher &KitKat,PERSONALIZATION,4.1,324,313k,"5,000+",Paid,$6.99,Everyone,"August 20, 2017"
OO Launcher for Android O 8.0 Oreo™ Launcher,PERSONALIZATION,4.4,14832,8.6M,"1,000,000+",Free,0,Everyone,"August 3, 2018"
Band O'Clock,LIFESTYLE,3.8,1140,746k,"100,000+",Free,0,Everyone,"December 3, 2011"
O Launcher,TOOLS,4.3,2059,10M,"100,000+",Free,0,Everyone,"May 22, 2018"
O-Star,DATING,4.4,59,38M,"5,000+",Free,0,Everyone,"July 19, 2018"
Verdad o Reto,SOCIAL,3.8,826,5.1M,"500,000+",Free,0,Teen,"May 10, 2018"
Pixlr-o-matic,PHOTOGRAPHY,4.5,180697,6.1M,"10,000,000+",Free,0,Everyone,"April 25, 2017"
O-Level Past Papers & Solution (up to 2017),FAMILY,3.8,589,28M,"100,000+",Free,0,Everyone,"June 11, 2018"
"O Multiple - App Cloner, Duals APP, tarallel",TOOLS,3.9,145,5.2M,"50,000+",Free,0,Everyone,"May 15, 2018"
The Maze Runner,GAME,4.0,428268,22M,"10,000,000+",Free,0,Everyone,"September 14, 2015"
PicsArt Photo Studio: Collage Maker & Pic Editor,PHOTOGRAPHY,4.5,7590099,34M,"100,000,000+",Free,0,Teen,"July 31, 2018"
P Icon Pack for Pixel,PERSONALIZATION,4.4,38,51M,"1,000+",Free,0,Everyone,"May 6, 2018"
Android P | Xperia™ Theme 4800+ icons,PERSONALIZATION,4.6,29,39M,100+,Paid,$1.99,Everyone,"May 16, 2018"
Android P Home KLWP,PERSONALIZATION,,0,2.1M,5+,Paid,$1.49,Everyone,"April 14, 2018"
P-Home for KLWP,PERSONALIZATION,5.0,4,12M,100+,Paid,$0.99,Everyone,"May 15, 2018"
[substratum] Vacuum: P,PERSONALIZATION,4.4,230,11M,"1,000+",Paid,$1.49,Everyone,"July 20, 2018"
"Super P Launcher for Android P 9.0 launcher, theme",TOOLS,4.4,2026,7.5M,"100,000+",Free,0,Everyone,"August 3, 2018"
pixiv,SOCIAL,4.2,86956,24M,"1,000,000+",Free,0,Mature 17+,"August 3, 2018"
[Sub/EMUI] P Pro - EMUI 8.1/8.0/5.X Theme,PERSONALIZATION,4.0,13,19M,100+,Paid,$0.99,Everyone,"July 20, 2018"
Pacify Exceed (Android P) - Theme for Xperia™,PERSONALIZATION,,5,1.9M,10+,Paid,$1.49,Everyone,"July 2, 2018"
Theme Android P Design for LG V30,PERSONALIZATION,4.2,35,5.2M,500+,Paid,$1.49,Everyone,"April 26, 2018"
Pistachio Launcher for Android P 9.0,PERSONALIZATION,,0,2.3M,1+,Paid,$1.49,Everyone,"July 11, 2018"
Theme Android P for LG G7 & V35,PERSONALIZATION,4.6,5,4.5M,100+,Paid,$1.49,Everyone,"July 7, 2018"
Volume Slider Like Android P Volume Control,TOOLS,4.1,1129,1.7M,"10,000+",Paid,$0.99,Everyone,"June 30, 2018"
Pacify (Android P theme) - Theme for Xperia™,PERSONALIZATION,,1,1.8M,10+,Paid,$0.99,Everyone,"July 15, 2018"
P Launcher for Android™ 9.0,PERSONALIZATION,3.9,35,6.3M,"5,000+",Free,0,Everyone,"July 1, 2018"
Popsicle Launcher for Android P 9.0 launcher,PERSONALIZATION,,0,5.5M,0+,Paid,$1.49,Everyone,"July 11, 2018"
Theme Android P Black design for LG V30,PERSONALIZATION,4.4,8,6.2M,100+,Paid,$1.49,Everyone,"April 6, 2018"
P Launcher Theme For Android™ 9.0,PERSONALIZATION,3.9,213,28M,"10,000+",Free,0,Everyone,"May 18, 2018"
Theme Android P Black for LG G7 & V35,PERSONALIZATION,4.6,5,4.3M,100+,Paid,$1.49,Everyone,"July 31, 2018"
P Theme for Android™ P 9.0 Style Launcher,PERSONALIZATION,4.5,216,5.7M,"50,000+",Free,0,Everyone,"April 13, 2018"
Android P 9.0,PERSONALIZATION,3.0,12,4.9M,500+,Free,0,Everyone,"May 30, 2018"
Pureness Pacify (Android P) - Theme for Xperia™,PERSONALIZATION,,0,3.6M,1+,Paid,$1.49,Everyone,"July 23, 2018"
Android P Wallpapers,PERSONALIZATION,3.6,53,2.0M,"5,000+",Free,0,Everyone,"February 12, 2018"
P XPERIA Theme™ | Design For SONY 🎨,PERSONALIZATION,4.4,147,16M,"10,000+",Free,0,Everyone,"May 28, 2018"
Parallel Space - Multiple accounts & Two face,PERSONALIZATION,4.6,3062845,7.4M,"100,000,000+",Free,0,Everyone,"August 3, 2018"
Theme for New Android P,PERSONALIZATION,,13,4.3M,"1,000+",Free,0,Everyone,"May 23, 2018"
P9 Launcher - Android™ 9.0 P Launcher Style,TOOLS,4.3,1162,7.3M,"100,000+",Free,0,Everyone,"July 6, 2018"
Android P Style Icon Pack,PERSONALIZATION,5.0,1,60M,100+,Paid,$0.99,Everyone,"June 16, 2018"
Android P Stock Wallpapers,PERSONALIZATION,4.5,16,3.7M,"1,000+",Free,0,Everyone,"August 1, 2018"
G-Pix [Android P] Dark EMUI 8/5 THEME,PERSONALIZATION,4.1,169,24M,"10,000+",Free,0,Everyone,"March 25, 2018"
G-Pix [Android P] EMUI 8/5 THEME,PERSONALIZATION,4.1,720,10M,"100,000+",Free,0,Everyone,"March 13, 2018"
Android-P Mono Grey EMUI 8/5 Theme,PERSONALIZATION,4.5,61,7.5M,"10,000+",Free,0,Everyone,"April 4, 2018"
P XPERIA Theme™ | PURPLE - Design For SONY 🎨,PERSONALIZATION,,3,13M,500+,Free,0,Everyone,"June 5, 2018"
Materialistic P Wallpapers,PERSONALIZATION,4.8,24,3.6M,"1,000+",Free,0,Everyone,"August 3, 2018"
Android P Rotation,TOOLS,4.5,502,2.0M,"10,000+",Free,0,Everyone,"July 15, 2018"
P XPERIA Theme™ | INDIGO - Design For SONY 🎨,PERSONALIZATION,,12,14M,"1,000+",Free,0,Everyone,"June 5, 2018"
Android P Launcher 9.0 launcher,TOOLS,4.0,164,2.3M,"10,000+",Free,0,Everyone,"April 23, 2018"
Pixel Oreo/P Dark White AMOLED UI - Icon Pack,PERSONALIZATION,4.8,18,16M,"5,000+",Paid,$1.49,Everyone,"June 21, 2018"
pretty Easy privacy p≡p,COMMUNICATION,3.7,21,20M,500+,Paid,$0.99,Everyone,"July 30, 2018"
P Icon Pack,FAMILY,,0,21M,10+,Paid,$0.99,Everyone,"July 16, 2018"
Pi Dark [substratum],PERSONALIZATION,4.5,189,2.1M,"10,000+",Free,0,Everyone,"March 27, 2018"
"Q Alerts: QAnon Drop Notifications, Research +++",NEWS_AND_MAGAZINES,4.7,143,26M,"5,000+",Paid,$0.99,Mature 17+,"July 26, 2018"
The Q - Live Trivia Game Network,GAME,2.7,1486,14M,"100,000+",Free,0,Everyone,"August 3, 2018"
Fossil Q,LIFESTYLE,2.9,6627,18M,"500,000+",Free,0,Everyone,"August 1, 2018"
Q,FAMILY,4.2,69126,60M,"1,000,000+",Free,0,Everyone,"April 19, 2018"
Q Cat Live Wallpaper,PERSONALIZATION,4.2,4383,7.1M,"500,000+",Free,0,Teen,"March 16, 2015"
Fossil Q Legacy,LIFESTYLE,2.6,680,60M,"50,000+",Free,0,Everyone,"September 19, 2017"
Offroad Car Q,FAMILY,4.1,24668,40M,"1,000,000+",Free,0,Everyone,"August 4, 2016"
Q*bert: Rebooted,GAME,4.3,13788,55M,"1,000,000+",Free,0,Everyone,"April 1, 2017"
Gun Shoot War Q,GAME,4.2,26893,20M,"1,000,000+",Free,0,Teen,"March 1, 2017"
FaceQ,FAMILY,4.4,591411,19M,"10,000,000+",Free,0,Teen,"May 16, 2017"
Q Link Wireless Zone,PRODUCTIVITY,4.0,2194,17M,"500,000+",Free,0,Everyone,"March 8, 2018"
Q Avatar (Avatar Maker),COMICS,4.4,2012,3.6M,"100,000+",Free,0,Everyone,"March 4, 2017"
Q downloader : download your social media videos,FAMILY,4.1,41,4.5M,"1,000+",Free,0,Everyone,"June 21, 2018"
Q Avatar Pro,FAMILY,4.8,4,3.6M,100+,Paid,$1.49,Teen,"March 4, 2017"
Q-See Plus,VIDEO_PLAYERS,2.2,32,33M,"5,000+",Free,0,Everyone,"July 9, 2018"
Q Wunder,FAMILY,3.8,156,43M,"10,000+",Free,0,Everyone,"June 30, 2018"
Q-See QC View,TOOLS,3.1,657,21M,"100,000+",Free,0,Everyone,"January 19, 2018"
Leica Q,PHOTOGRAPHY,3.1,133,2.3M,"10,000+",Free,0,Everyone,"May 8, 2018"
Q Remote Control,TOOLS,3.8,4264,14M,"500,000+",Free,0,Everyone,"July 12, 2014"
Q-Ticketing,MAPS_AND_NAVIGATION,3.8,114,19M,"10,000+",Free,0,Everyone,"December 18, 2017"
DJMAX TECHNIKA Q - Music Game,GAME,4.3,21107,95M,"100,000+",Free,0,Everyone,"July 30, 2018"
myQ,TOOLS,3.6,3642,29M,"100,000+",Free,0,Everyone,"July 23, 2018"
QR Code Reader,TOOLS,4.0,495971,2.7M,"50,000,000+",Free,0,Everyone,"March 16, 2016"
Q Call,TOOLS,,20,16M,"1,000+",Free,0,Everyone,"July 16, 2018"
Q-slope,TOOLS,4.5,2,3.9M,50+,Paid,$1.76,Everyone,"December 3, 2017"
Q-Tech Companion App,FOOD_AND_DRINK,1.8,17,3.1M,"10,000+",Free,0,Everyone,"March 8, 2017"
Q Mobile Banking,FINANCE,4.7,460,12M,"10,000+",Free,0,Everyone,"June 26, 2018"
Q Quiz SK,FAMILY,3.9,159,39M,"5,000+",Free,0,Everyone,"December 8, 2015"
Big Q Car Service,MAPS_AND_NAVIGATION,4.4,75,26M,"5,000+",Free,0,Everyone,"May 15, 2017"
Q-See QT View,TOOLS,3.6,7357,19M,"100,000+",Free,0,Everyone,"July 12, 2018"
ROBLOX,FAMILY,4.5,4443407,67M,"100,000,000+",Free,0,Everyone 10+,"July 31, 2018"
"DataCamp - Learn R, Python & SQL",FAMILY,4.4,944,12M,"100,000+",Free,0,Everyone,"August 1, 2018"
R Language Reference Guide,BOOKS_AND_REFERENCE,3.9,54,2.8M,"10,000+",Free,0,Everyone,"December 24, 2017"
Run R Script - Online Statistical Data Analysis,FAMILY,3.9,8,6.2M,"1,000+",Free,0,Everyone,"April 4, 2018"
R Programming Language,FAMILY,3.8,39,2.9M,"1,000+",Free,0,Everyone,"December 21, 2017"
R Programming,FAMILY,,2,5.9M,"1,000+",Free,0,Everyone,"November 21, 2017"
R. Physics Puzzle Game,FAMILY,4.2,5369,60M,"500,000+",Free,0,Everyone,"April 19, 2018"
R Instructor,FAMILY,4.1,135,4.9M,"1,000+",Paid,$4.84,Everyone,"February 21, 2014"
GT-R R35 Drift Simulator,FAMILY,4.4,1852,62M,"100,000+",Free,0,Everyone,"October 31, 2017"
Offroad Pickup Truck R,FAMILY,4.4,6367,96M,"1,000,000+",Free,0,Everyone,"July 14, 2017"
Learn R Programming Full,BOOKS_AND_REFERENCE,,11,9.2M,"5,000+",Free,0,Everyone,"January 30, 2018"
R Programming Tutorial,FAMILY,,5,2.8M,"1,000+",Free,0,Everyone,"May 14, 2017"
R Programing Offline Tutorial,BOOKS_AND_REFERENCE,5.0,4,3.9M,"1,000+",Free,0,Everyone,"March 15, 2018"
Learn R Language Easy Way,FAMILY,4.1,17,2.2M,"10,000+",Free,0,Everyone,"September 24, 2017"
.R,TOOLS,4.5,259,203k,"10,000+",Free,0,Everyone,"September 16, 2014"
R-TYPE II,GAME,4.3,5682,37M,"50,000+",Paid,$1.99,Everyone,"March 2, 2017"
Guide for R Programming,BOOKS_AND_REFERENCE,,0,3.7M,5+,Free,0,Everyone,"May 25, 2018"
R Programming Solution,FAMILY,3.9,169,7.7M,"10,000+",Free,0,Everyone,"June 20, 2016"
Learn R - Programming Concepts,FAMILY,3.5,6,2.9M,"1,000+",Free,0,Everyone,"April 25, 2017"
Learn R Programming,BOOKS_AND_REFERENCE,,0,29M,10+,Free,0,Everyone,"April 28, 2018"
Car Parking Nissan GT-R R35 Simulator,FAMILY,3.2,513,34M,"100,000+",Free,0,Everyone,"December 5, 2017"
R Quick Reference Big Data,BOOKS_AND_REFERENCE,,6,3.6M,"1,000+",Free,0,Everyone,"May 29, 2017"
Learn R Programming Free EBook,FAMILY,,1,5.7M,50+,Free,0,Everyone,"March 23, 2018"
RMEduS - 음성인식을 활용한 R 프로그래밍 실습 시스템,FAMILY,,4,64M,1+,Free,0,Everyone,"July 17, 2018"
R Programming Language (Paperset 2) MCQ Quiz,FAMILY,,0,3.4M,10+,Free,0,Everyone,"March 19, 2018"
R-net for Android,PRODUCTIVITY,3.3,48,58k,"5,000+",Free,0,Everyone,"August 7, 2013"
R File Manager,TOOLS,4.8,17,6.7M,50+,Free,0,Everyone,"May 5, 2018"
R-TYPE,GAME,4.5,7687,23M,"100,000+",Paid,$1.99,Everyone,"February 27, 2017"
R Studio,SHOPPING,3.7,23,8.9M,"5,000+",Free,0,Everyone,"July 8, 2016"
Day R Premium,FAMILY,4.8,51068,57M,"100,000+",Paid,$4.99,Teen,"June 21, 2018"
"Join R, Community Engagement",SOCIAL,4.7,144,12M,"1,000+",Free,0,Teen,"January 31, 2017"
R Bank,FINANCE,4.3,90,13M,"5,000+",Free,0,Everyone,"May 30, 2018"
Elemental Knights R Platinum,FAMILY,3.8,2925,93M,"50,000+",Paid,$4.77,Teen,"August 1, 2018"
Wonder5 Masters R,FAMILY,4.1,1655,83M,"100,000+",Free,0,Everyone,"August 2, 2018"
Neon-R (Red),PERSONALIZATION,4.7,25,41M,100+,Paid,$0.99,Everyone,"March 12, 2015"
Mat|r viewer,PRODUCTIVITY,,5,28M,100+,Free,0,Everyone,"July 27, 2018"
R. Lee Ermey's Official Sound,FAMILY,4.2,1696,2.7M,"100,000+",Free,0,Mature 17+,"September 19, 2012"
Tutorials for R Programming Offline,FAMILY,,2,4.4M,500+,Free,0,Everyone,"December 4, 2017"
R Programming Language (Paperset 1) MCQ Quiz,FAMILY,,1,3.4M,10+,Free,0,Everyone,"March 19, 2018"
SHAREit - Transfer & Share,TOOLS,4.6,7775146,17M,"500,000,000+",Free,0,Everyone,"July 30, 2018"
S Launcher for Galaxy TouchWiz,PERSONALIZATION,4.2,11244,2.2M,"1,000,000+",Free,0,Everyone,"June 12, 2018"
S Player - Lightest and Most Powerful Video Player,TOOLS,4.6,14224,7.1M,"1,000,000+",Free,0,Everyone,"October 12, 2017"
Offroad Pickup Truck S,FAMILY,4.2,5178,20M,"1,000,000+",Free,0,Everyone,"October 10, 2017"
S Launcher Pro for Galaxy,PERSONALIZATION,4.1,47,26k,"1,000+",Paid,$4.99,Everyone,"February 12, 2016"
S Note,PRODUCTIVITY,4.1,12435,31M,"10,000,000+",Free,0,Everyone,"September 26, 2017"
"S Photo Editor - Collage Maker , Photo Collage",PHOTOGRAPHY,4.4,972574,45M,"100,000,000+",Free,0,Everyone,"August 3, 2018"
Stupid Zombies,GAME,4.5,464900,33M,"10,000,000+",Free,0,Teen,"June 27, 2018"
S’more - Earn Cash Rewards,PRODUCTIVITY,4.1,15097,14M,"1,000,000+",Free,0,Everyone,"July 23, 2018"
PitchBlack S - Samsung Substratum Theme “For Oreo”,PERSONALIZATION,4.5,90,37M,"1,000+",Paid,$1.99,Everyone,"August 4, 2018"
Samsung Smart Switch Mobile,TOOLS,4.3,146913,24M,"100,000,000+",Free,0,Everyone,"July 18, 2018"
"S S9 Launcher - Galaxy S8/S9 Launcher, theme, cool",TOOLS,4.4,22503,6.5M,"1,000,000+",Free,0,Everyone,"July 6, 2018"
Five Nights at Freddy's 2 Demo,FAMILY,4.3,1503544,40M,"50,000,000+",Free,0,Teen,"November 15, 2014"
Crime Wars S. Andreas,GAME,4.3,5785,93M,"500,000+",Free,0,Teen,"April 12, 2017"
S Pen Keeper,TOOLS,3.8,560,314k,"50,000+",Free,0,Everyone,"June 8, 2018"
SH Script Runner,PRODUCTIVITY,3.9,334,3.7M,"50,000+",Free,0,Everyone,"January 2, 2018"
City Taxi Driver sim 2016: Cab simulator Game-s,FAMILY,4.1,16111,57M,"1,000,000+",Free,0,Everyone,"June 12, 2018"
Shopping List S PRO,SHOPPING,4.8,14,2.7M,100+,Paid,$2.49,Everyone,"May 16, 2018"
Tinder,LIFESTYLE,4.0,2789775,68M,"100,000,000+",Free,0,Mature 17+,"August 2, 2018"
"Topbuzz: Breaking News, Videos & Funny GIFs",NEWS_AND_MAGAZINES,4.7,174827,25M,"10,000,000+",Free,0,Mature 17+,"August 4, 2018"
Dino T-Rex,GAME,4.0,69115,2.4M,"10,000,000+",Free,0,Everyone,"June 13, 2018"
AT&T U-verse,FAMILY,3.7,38606,96M,"1,000,000+",Free,0,Everyone,"June 13, 2018"
T Uploader,FAMILY,4.1,75,2.2M,"10,000+",Free,0,Everyone,"November 24, 2017"
T-Mobile DIGITS,COMMUNICATION,3.0,1820,33M,"100,000+",Free,0,Everyone,"February 15, 2018"
DIRECTV Remote App,FAMILY,3.0,480,19M,"1,000,000+",Free,0,Everyone,"August 31, 2017"
T-Mobile Tuesdays,LIFESTYLE,4.0,53144,21M,"5,000,000+",Free,0,Everyone,"July 13, 2018"
AT&T Mobile Transfer,PRODUCTIVITY,4.6,22775,26M,"10,000,000+",Free,0,Everyone,"July 31, 2018"
T-Mobile Content Transfer,PRODUCTIVITY,4.1,370,29M,"500,000+",Free,0,Everyone,"January 25, 2018"
I Can't Wake Up!,TOOLS,4.7,963,3.7M,"10,000+",Paid,$2.99,Everyone,"May 25, 2018"
AT&T FamilyMap®,TOOLS,3.5,21592,25M,"10,000,000+",Free,0,Everyone,"October 24, 2017"
T-Mobile® FamilyMode™,PARENTING,3.1,103,28M,"10,000+",Free,0,Everyone,"June 29, 2018"
Portable Wi-Fi hotspot,COMMUNICATION,3.9,138129,2.1M,"10,000,000+",Free,0,Everyone,"May 6, 2018"
AT&T Call Protect,COMMUNICATION,4.2,6454,15M,"5,000,000+",Free,0,Everyone,"May 3, 2018"
Don't Starve: Pocket Edition,GAME,4.4,17988,7.9M,"100,000+",Paid,$4.99,Teen,"July 25, 2018"
"Please, Don't Touch Anything",FAMILY,4.4,1771,46M,"10,000+",Paid,$4.99,Teen,"April 20, 2016"
AT&T DriveMode,MAPS_AND_NAVIGATION,3.3,8465,8.9M,"10,000,000+",Free,0,Everyone,"May 3, 2018"
The T Factor,EVENTS,4.8,48,13M,"1,000+",Free,0,Everyone,"September 26, 2017"
Please Don't Touch Anything 3D,FAMILY,4.2,146,20M,"5,000+",Paid,$5.99,Teen,"December 7, 2016"
Don't touch my phone,TOOLS,3.8,21943,2.3M,"5,000,000+",Free,0,Everyone,"October 19, 2016"
Don't Starve: Shipwrecked,GAME,4.1,1468,4.9M,"10,000+",Paid,$4.99,Teen,"July 10, 2018"
Ludo - Don't get angry,GAME,4.2,131,23M,"1,000+",Paid,$1.61,Everyone,"February 24, 2016"
Jurassic Life: T Rex Simulator,FAMILY,4.2,1088,35M,"10,000+",Paid,$0.99,Everyone 10+,"August 19, 2014"
T-Mobile SyncUP DRIVE,AUTO_AND_VEHICLES,4.0,1981,18M,"100,000+",Free,0,Everyone,"August 1, 2018"
T-shirt design - Snaptee,LIFESTYLE,4.2,29756,45M,"1,000,000+",Free,0,Everyone,"July 19, 2018"
MBTA GPS - Track the T,MAPS_AND_NAVIGATION,3.8,82,5.6M,"5,000+",Free,0,Everyone,"February 23, 2018"
T. Rowe Price Personal® App,FINANCE,4.5,1057,4.5M,"50,000+",Free,0,Everyone,"July 6, 2018"
Můj T-Mobile Business,PRODUCTIVITY,3.7,10490,5.8M,"1,000,000+",Free,0,Everyone,"July 24, 2018"
U by BB&T,FINANCE,4.3,16600,24M,"1,000,000+",Free,0,Everyone,"June 19, 2018"
U LIVE – Video Chat & Stream,SOCIAL,4.5,67611,21M,"1,000,000+",Free,0,Mature 17+,"April 23, 2018"
"U - Webinars, Meetings & Messenger",COMMUNICATION,4.1,6601,31M,"500,000+",Free,0,Everyone,"July 2, 2018"
Hollywood U: Rising Stars,FAMILY,4.2,233588,74M,"5,000,000+",Free,0,Teen,"April 21, 2017"
U-Dictionary: Best English Learning Dictionary,FAMILY,4.5,166886,21M,"10,000,000+",Free,0,Everyone 10+,"July 29, 2018"
Ustream,VIDEO_PLAYERS,4.0,93638,7.3M,"10,000,000+",Free,0,Mature 17+,"July 11, 2018"
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648765,3.3M,"100,000,000+",Free,0,Teen,"July 18, 2018"
ENCHANT U,FAMILY,4.3,83977,11M,"500,000+",Free,0,Everyone,"November 8, 2012"
/u/app,COMMUNICATION,4.7,573,53M,"10,000+",Free,0,Mature 17+,"July 3, 2018"
Kicker U,LIFESTYLE,4.1,124,37M,"5,000+",Paid,$3.99,Everyone,"June 13, 2018"
U-Haul,TRAVEL_AND_LOCAL,3.2,852,37M,"100,000+",Free,0,Everyone,"July 31, 2018"
Vienna U-Bahn,MAPS_AND_NAVIGATION,3.9,139,2.0M,"10,000+",Free,0,Everyone,"July 25, 2018"
Kicker U Lite,LIFESTYLE,4.1,438,26M,"50,000+",Free,0,Everyone,"September 27, 2013"
U-Scan,TOOLS,3.4,784,42M,"50,000+",Free,0,Everyone,"September 29, 2016"
Octo U: Your driving companion,TRAVEL_AND_LOCAL,3.0,331,7.8M,"50,000+",Free,0,Everyone,"March 13, 2018"
I Love U Theme&Emoji Keyboard,PERSONALIZATION,4.6,655,3.5M,"100,000+",Free,0,Everyone,"May 8, 2018"
Channel U,FAMILY,4.6,34,14M,"1,000+",Free,0,Everyone,"May 21, 2018"
"Parallel U - App Cloner, Duals APP, tarallel",TOOLS,4.1,3315,5.1M,"500,000+",Free,0,Everyone,"May 15, 2018"
U Pull It Auto Dismantler,BUSINESS,3.1,71,1.9M,"10,000+",Free,0,Everyone,"May 14, 2013"
Wii U Simulator,FAMILY,3.4,1178,38M,"100,000+",Free,0,Everyone 10+,"April 8, 2018"
U Camera : Phone 6s OS 9 style,PHOTOGRAPHY,4.2,2158,3.0M,"500,000+",Free,0,Everyone,"August 28, 2017"
U get - Wireless Speed Test,TOOLS,4.2,26,2.2M,"5,000+",Free,0,Everyone,"June 4, 2018"
U Guard,TOOLS,3.0,245,3.5M,"10,000+",Free,0,Everyone,"August 31, 2016"
DRC Sim - Wii U Gamepad,FAMILY,2.4,210,4.0M,"10,000+",Free,0,Everyone,"June 25, 2017"
"See U - Random video chat, video chat",SOCIAL,4.1,568,27M,"100,000+",Free,0,Mature 17+,"April 13, 2018"
[verify-U] VideoIdent,COMMUNICATION,2.9,83,13M,"10,000+",Free,0,Everyone,"April 26, 2018"
What U See,SOCIAL,4.0,712,21M,"100,000+",Free,0,Teen,"March 5, 2018"
U Assist - Screen Mirroring & Sharing App,PRODUCTIVITY,4.0,198,3.5M,"50,000+",Free,0,Everyone,"January 26, 2017"
U+Box,PRODUCTIVITY,3.8,24517,22M,"10,000,000+",Free,0,Everyone,"May 23, 2018"
Wi u Emulator,FAMILY,2.4,468,7.2M,"10,000+",Free,0,Everyone,"March 3, 2018"
Waiting For U Launcher Theme,PERSONALIZATION,4.4,5599,4.8M,"500,000+",Free,0,Everyone,"July 23, 2016"
U of I Community Credit Union,FINANCE,3.7,52,13M,"5,000+",Free,0,Everyone,"May 4, 2018"
U-Report,SOCIAL,4.3,241,7.5M,"10,000+",Free,0,Teen,"April 10, 2018"
"Meet U - Get Friends for Snapchat, Kik & Instagram",SOCIAL,4.6,4435,5.4M,"100,000+",Free,0,Mature 17+,"May 25, 2018"
U-Craft Mobile,FAMILY,4.2,11404,30M,"100,000+",Free,0,Everyone,"September 11, 2017"
U-Disco,FAMILY,3.6,906,196k,"100,000+",Free,0,Everyone,"February 5, 2014"
Be U Salons Hair-Beauty Deals In Delhi & Bangalore,LIFESTYLE,4.0,889,16M,"100,000+",Free,0,Everyone,"August 2, 2018"
U-48 Submarine Commander Free,GAME,3.5,4575,3.8M,"500,000+",Free,0,Everyone,"October 7, 2017"
Berlin Subway – BVG U-Bahn & S-Bahn map and routes,MAPS_AND_NAVIGATION,4.4,509,17M,"100,000+",Free,0,Everyone,"June 6, 2018"
Remote For ATT U-verse TV - NOW FREE,TOOLS,2.5,20,26M,"5,000+",Free,0,Everyone,"July 25, 2018"
Pocket U ASW,FAMILY,3.9,93,28M,"10,000+",Free,0,Everyone,"July 25, 2018"
Identity V,GAME,4.2,109263,38M,"1,000,000+",Free,0,Teen,"July 10, 2018"
VMate,VIDEO_PLAYERS,4.2,192677,17M,"50,000,000+",Free,0,Teen,"August 3, 2018"
V Made,BOOKS_AND_REFERENCE,4.3,241,20M,"100,000+",Free,0,Everyone,"February 13, 2018"
Grand Theft Auto V: The Manual,FAMILY,4.1,182103,6.9M,"5,000,000+",Free,0,Teen,"July 31, 2018"
V for Voodoo,GAME,4.2,16876,59M,"1,000,000+",Free,0,Teen,"June 28, 2018"
Sin City Crime Simulator V - Gangster,GAME,4.2,2113,67M,"100,000+",Free,0,Everyone 10+,"April 23, 2018"
The Gang Sniper V. Pocket Edition.,GAME,3.9,6121,61M,"500,000+",Free,0,Mature 17+,"June 20, 2018"
All Video Downloader,VIDEO_PLAYERS,3.8,165723,1.6M,"10,000,000+",Free,0,Everyone,"August 4, 2018"
VidPlay,VIDEO_PLAYERS,4.2,3546,3.7M,"1,000,000+",Free,0,Everyone,"May 27, 2018"
HD Video Downloader : 2018 Best video mate,VIDEO_PLAYERS,3.7,430643,4.9M,"50,000,000+",Free,0,Everyone,"May 31, 2018"
V-CUBE Seminar Mobile,BUSINESS,4.3,542,30M,"100,000+",Free,0,Everyone,"April 17, 2018"
VivaVideo - Video Editor & Photo Movie,VIDEO_PLAYERS,4.6,9879473,40M,"100,000,000+",Free,0,Teen,"August 4, 2018"
Mod GTA V for MCPE,FAMILY,3.3,4288,10M,"500,000+",Free,0,Everyone,"April 23, 2018"
Vi Trainer,HEALTH_AND_FITNESS,3.6,124,100M,"5,000+",Free,0,Everyone,"August 2, 2018"
San Andreas: Gang Crime V,GAME,4.1,2399,42M,"100,000+",Free,0,Mature 17+,"January 28, 2018"
